PRODUCT_ID,PRODUCT_NAME,SUMMARY,PRICE,CATEGORY_IDS,IMAGE_URL,BRAND
TW080,Monty Bojangles Kitten Tin Collection Cocoa Dusted Truffles,Vibrant Monty Bojangles kitten tin filled with indulgent cocoa dusted chocolate truffles. A luxurious treat. Clearance.,22.96,Gifting&Teaware|LuxuryGifts|GiftBoxes,/static/twinings_images/TW080.jpeg,Monty Bojangles
TW081,Twinings Wellbeing Essentials Gift Bag,Curated wellbeing gift bag featuring a selection of Twinings Superblends and essentials for mind and body.,10.50,Gifting&Teaware|LuxuryGifts|GiftBags,/static/twinings_images/TW081.jpeg,Twinings
TW082,Twinings Chocolate Lovers Gift Box,Indulgent gift box pairing Twinings tea with a delightful chocolate treat for the ultimate luxury experience. Clearance.,12.32,Gifting&Teaware|LuxuryGifts|GiftBoxes,/static/twinings_images/TW082.jpeg,Twinings
TW083,Twinings Breakfast Brew Gift Bag,Classic breakfast gift bag featuring Twinings English Breakfast Assam and morning tea favourites.,14.50,Gifting&Teaware|LuxuryGifts|GiftBags,/static/twinings_images/TW083.jpeg,Twinings
TW084,Twinings Tea for Two Earl & Lady Grey Gift Bag,Elegant gift bag with Twinings Earl Grey and Lady Grey teas perfect for sharing a special moment for two.,22.00,Gifting&Teaware|LuxuryGifts|GiftBags,/static/twinings_images/TW084.jpeg,Twinings
TW085,Twinings Winter Indulgence Hot Chocolate Gift Bag,Cosy winter gift bag with Twinings hot chocolate and indulgent treats for warming winter moments.,16.50,Gifting&Teaware|LuxuryGifts|GiftBags,/static/twinings_images/TW085.jpeg,Twinings
TW086,Twinings Green Tea Selection Gift Bag,Refreshing green tea gift bag featuring a curated selection of Twinings finest green teas.,12.50,Gifting&Teaware|LuxuryGifts|GiftBags,/static/twinings_images/TW086.jpeg,Twinings
TW087,Twinings Feel Good Gift Bag,Uplifting feel good gift bag with a selection of Twinings Superblends teas and a stylish mug. Clearance.,8.80,Gifting&Teaware|LuxuryGifts|GiftBags,/static/twinings_images/TW087.jpeg,Twinings
TW088,Twinings Moments of Still Gift Box,Serene gift box curated for moments of stillness featuring calming Twinings teas and a beautiful mug.,18.00,Gifting&Teaware|LuxuryGifts|GiftBoxes,/static/twinings_images/TW088.jpeg,Twinings
TW089,Twinings Timeless Black Tea Classics Gift Box,Sophisticated gift box celebrating Twinings classic black teas including Assam Earl Grey and English Breakfast.,19.00,Gifting&Teaware|LuxuryGifts|GiftBoxes,/static/twinings_images/TW089.jpeg,Twinings
TW090,Twinings Wellbeing Collection Gift Box,Thoughtful wellbeing gift box with a handpicked selection of Twinings Superblends teas and a mug. Clearance.,9.80,Gifting&Teaware|LuxuryGifts|GiftBoxes,/static/twinings_images/TW090.jpeg,Twinings
TW091,Twinings Large Black Gift Box with Red Ribbon,Elegant large empty black gift box with a luxurious red satin ribbon. Perfect for creating your own gift.,6.00,Gifting&Teaware|GiftBoxesBagsHampers|GiftBoxes,/static/twinings_images/TW091.jpeg,Twinings
TW092,Twinings Small Black Gift Box with Red Ribbon,Stylish small empty black gift box with a luxurious red satin ribbon. Ideal for a personal gift.,5.00,Gifting&Teaware|GiftBoxesBagsHampers|GiftBoxes,/static/twinings_images/TW092.jpeg,Twinings
TW093,Twinings 18 Empty Black Wicker Hamper,Large premium empty black wicker hamper basket with buckle fastening. Ready to fill. Clearance.,19.50,Gifting&Teaware|GiftBoxesBagsHampers|Hampers,/static/twinings_images/TW093.jpeg,Twinings
TW094,Twinings 18 Empty Wicker Hamper,Classic empty natural wicker hamper basket with buckle fastening. Ready to fill with your own gifts. Clearance.,19.50,Gifting&Teaware|GiftBoxesBagsHampers|Hampers,/static/twinings_images/TW094.jpeg,Twinings
TW095,Twinings 20 Empty Wicker Hamper,Large empty natural wicker hamper basket with buckle fastening. Plenty of room for a generous gift. Clearance.,24.00,Gifting&Teaware|GiftBoxesBagsHampers|Hampers,/static/twinings_images/TW095.jpeg,Twinings
TW096,Twinings Small White Gift Box with Gold Ribbon,Beautiful small empty white gift box with an elegant gold satin ribbon. Perfect for a thoughtful present.,5.00,Gifting&Teaware|GiftBoxesBagsHampers|GiftBoxes,/static/twinings_images/TW096.jpeg,Twinings
TW097,Twinings Medium Black & Gold Gift Bag,Sophisticated medium empty black and gold Twinings branded gift bag with handles. Ideal for gifting.,2.50,Gifting&Teaware|GiftBoxesBagsHampers|GiftBags,/static/twinings_images/TW097.jpeg,Twinings
TW098,Twinings Medium White & Gold Gift Bag,Elegant medium empty white and gold Twinings branded gift bag with handles. Perfect for any occasion.,2.50,Gifting&Teaware|GiftBoxesBagsHampers|GiftBags,/static/twinings_images/TW098.jpeg,Twinings
TW099,Twinings Large White Gift Box with Gold Ribbon,Luxurious large empty white gift box with a beautiful gold satin ribbon. Create the perfect gift.,6.00,Gifting&Teaware|GiftBoxesBagsHampers|GiftBoxes,/static/twinings_images/TW099.jpeg,Twinings
TW100,Twinings Stainless Steel Tea Strainer,Premium stainless steel tea strainer with a fine mesh bowl and decorative handle. Perfect for loose leaf tea.,7.00,Gifting&Teaware|Teaware|TeaAccessories|TeaStrainer,/static/twinings_images/TW100.jpeg,Twinings
TW101,Twinings Tea Tidy,Handy stainless steel tea tidy to rest your teabag or infuser after brewing. Keeps surfaces clean.,7.00,Gifting&Teaware|Teaware|TeaAccessories|TeaTidy,/static/twinings_images/TW101.jpeg,Twinings
TW102,Twinings Loose Tea Scoop,Stylish stainless steel loose tea scoop for measuring the perfect amount of loose leaf tea every time.,7.00,Gifting&Teaware|Teaware|TeaAccessories,/static/twinings_images/TW102.jpeg,Twinings
TW103,Pip Studio Birdhouse Tea Infuser,Charming Pip Studio birdhouse-shaped tea infuser with a colourful ceramic design. A delightful gift.,16.00,Gifting&Teaware|Teaware|TeaAccessories,/static/twinings_images/TW103.jpeg,Pip Studio
TW104,Matcha Bamboo Whisk,Traditional bamboo chasen matcha whisk for preparing smooth and frothy matcha green tea at home.,12.75,Gifting&Teaware|Teaware|TeaAccessories|Matcha,/static/twinings_images/TW104.jpeg,Twinings
TW105,Matcha Bowl,Elegant ceramic matcha bowl for whisking and enjoying ceremonial matcha tea in authentic Japanese style.,10.20,Gifting&Teaware|Teaware|TeaAccessories|Matcha,/static/twinings_images/TW105.jpeg,Twinings
TW106,Matcha Bamboo Spoon,Traditional bamboo chashaku matcha spoon for measuring the perfect amount of matcha powder every time.,2.98,Gifting&Teaware|Teaware|TeaAccessories|Matcha,/static/twinings_images/TW106.jpeg,Twinings
TW107,Twinings Over Ice Tea Shaker,Handy plastic tea shaker for making delicious cold brew and over-ice tea drinks. Includes infuser basket.,10.00,Gifting&Teaware|Teaware|TeaAccessories,/static/twinings_images/TW107.jpeg,Twinings
TW108,Pip Studio La Majorelle Hare Tea Infuser,Enchanting Pip Studio La Majorelle hare-shaped tea infuser with a vibrant hand-painted design.,16.00,Gifting&Teaware|Teaware|TeaAccessories,/static/twinings_images/TW108.jpeg,Pip Studio
TW109,Twinings Pack of 3 Pocket Tins Mixed,Collectible set of three mixed Twinings pocket tins in assorted designs. Perfect for on-the-go tea lovers.,11.37,Gifting&Teaware|Teaware|PocketTins|Storage,/static/twinings_images/TW109.jpeg,Twinings
TW110,Twinings Pack of 2 Pocket Tins Mixed,Set of two mixed design Twinings pocket tins. Stylish and compact for storing your favourite tea bags.,7.58,Gifting&Teaware|Teaware|PocketTins|Storage,/static/twinings_images/TW110.jpeg,Twinings
TW111,Twinings Pack of 2 Pocket Tins Pink,Set of two pink design Twinings pocket tins. Pretty and practical for keeping tea bags fresh on the go.,7.58,Gifting&Teaware|Teaware|PocketTins|Storage,/static/twinings_images/TW111.jpeg,Twinings
TW112,Twinings Fruitful Selection Gift Bag,Vibrant fruity gift bag featuring a colourful selection of Twinings finest fruit and herbal teas.,15.00,Gifting&Teaware|LuxuryGifts|GiftBags,/static/twinings_images/TW112.jpeg,Twinings
TW113,Twinings Small White & Gold Gift Bag,Elegant small empty white and gold Twinings branded gift bag. Perfect for presenting a personal tea gift.,1.50,Gifting&Teaware|GiftBoxesBagsHampers|GiftBags,/static/twinings_images/TW113.jpeg,Twinings
TW114,Twinings Pocket Tins Collection,Beautiful set of collectible Twinings pocket tins in assorted vintage-inspired designs for storing tea bags.,7.00,Gifting&Teaware|Teaware|PocketTins|Storage,/static/twinings_images/TW114.jpeg,Twinings
TW115,Twinings 216 Strand Tea for One - Black Design,Elegant stacked teapot and teacup set inspired by the iconic 216 Strand store. Classic black design with gold detailing.,45.00,Gifting&Teaware|Teapots,/static/twinings_images/TW115.jpeg,Twinings
TW116,Twinings 216 Strand Teapot - Black Design,Stunning Twinings 216 Strand teapot in a bold black design with gold lettering. A true collector's piece.,80.00,Gifting&Teaware|Teapots,/static/twinings_images/TW116.jpeg,Twinings
TW117,Twinings 216 Strand Tea for One - Gold Edge,Exquisite stacked teapot and teacup set in an elegant gold edge design inspired by the 216 Strand heritage.,52.00,Gifting&Teaware|Teapots,/static/twinings_images/TW117.jpeg,Twinings
TW118,Twinings 216 Strand Teapot - Gold Edge,Beautiful Twinings 216 Strand teapot with a luxurious gold edge finish. A statement piece for any tea lover.,80.00,Gifting&Teaware|Teapots,/static/twinings_images/TW118.jpeg,Twinings
TW119,The English Tableware Company Bee Happy Teapot,Charming and cheerful Bee Happy teapot from The English Tableware Company. White with delightful bee motif.,22.99,Gifting&Teaware|Teapots,/static/twinings_images/TW119.jpeg,The English Tableware Company
TW120,Pip Studio Blushing Birds Large 1.6L Teapot - Blue,Vibrant blue Pip Studio Blushing Birds teapot with beautiful floral and bird illustrations. 1.6L capacity.,58.00,Gifting&Teaware|Teapots,/static/twinings_images/TW120.jpeg,Pip Studio
TW121,Pip Studio Blushing Birds Large 1.6L Teapot - Khaki,Elegant khaki green Pip Studio Blushing Birds teapot adorned with charming floral and bird designs. 1.6L.,58.00,Gifting&Teaware|Teapots,/static/twinings_images/TW121.jpeg,Pip Studio
TW122,Pip Studio Blushing Birds Large 1.6L Teapot - White,Classic white Pip Studio Blushing Birds teapot featuring colourful floral and bird artwork. 1.6L capacity.,58.00,Gifting&Teaware|Teapots,/static/twinings_images/TW122.jpeg,Pip Studio
TW123,Pip Studio La Majorelle Large 1.6L Teapot - Pink,Romantic pink Pip Studio La Majorelle teapot inspired by the iconic Moroccan garden. 1.6L capacity.,58.00,Gifting&Teaware|Teapots,/static/twinings_images/TW123.jpeg,Pip Studio
